Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
Anna,prussianblue_2,"ID 1582685395485163520",Europe," My alternative account for @prussianblue111 while serving time as political detainee in Twitter's gulag :)","Wed Oct 19 10:50:01 +0000 2022",72,240,52,148,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621556664766709760/funT_Sco_normal.jpg
"Olga's House of Shame",norty_pig,"ID 16599623","Fuckadoo, Australia"," Vintage nude (and sometimes contemporary) photography with an emphasis on art, erotica & sometimes the oddly surprising. All bodies are beautiful. Be nice.","Sun Oct 05 06:58:48 +0000 2008",47889,41,125062,41930,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1376000581198749698/Wm2P5GOi_normal.jpg
Nat-C,NatCI4Words,"ID 1613891345952956416",," ","Fri Jan 13 13:31:04 +0000 2023",124,207,758,824,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613898647284088833/UmGwyPlx_normal.jpg
"Lauren Witzke",LaurenWitzkeDE,"ID 1102987848741998592","Florida, USA"," 2020 GOP Nominee For US Senate. President of SPN and Producer for @diedsuddenly_ Christ has been so good to me. Tell us your story: Lauren@StewPeters.com","Tue Mar 05 17:42:50 +0000 2019",56615,918,7926,12113,http://diedsuddenly.info,,Disabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/1618292002616918016/t7QtFB2__normal.jpg
bizzz,bizzzDJM,"ID 1585679694715920390",," they can't be reasoned with.","Thu Oct 27 17:08:11 +0000 2022",125,1114,1033,2078,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612304199412219907/BjnH1sqk_normal.jpg
Josiah,josiahreborn777,"ID 1618374768494788610",," Anti-communist | Columnist at American Greatness | PhD student

https://t.co/YMI2Rx5LJO","Wed Jan 25 22:26:41 +0000 2023",1429,274,204,705,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618374906231640064/cY-lAhK-_normal.jpg
"Patrick Basedman🌲☀️🌲",patrickbasedmn,"ID 920317981",," Videotape returner. Neanderthal supremacist. Faction of Truth.","Fri Nov 02 03:37:44 +0000 2012",22361,1419,10856,107021,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610630869785645056/vVyI6Qsb_normal.jpg
"Dong Johnson",DwightMan17,"ID 1618383311650299904",pennsylvania," it’s up to you to hate yourself enough to change","Wed Jan 25 23:00:45 +0000 2023",54,125,59,565,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619783023309819904/U6LJ3suI_normal.jpg
"Dixie Jeff 🇸🇴",dixie_jeff,"ID 1495199208953061377",," Unreconstructed. Occupied CSA.","Sun Feb 20 00:51:51 +0000 2022",2216,3082,4510,13300,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1601858071764115456/wOW9f8DM_normal.jpg
Heathentrading,heathentrading,"ID 1621153713091117060",," Paganism, nature, hunting,stock options","Thu Feb 02 14:29:09 +0000 2023",7,36,72,64,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621159435744968704/vREB_4NI_normal.jpg
"Brute 🇷🇸🇷🇺",slavgirlbiter,"ID 1590572909810032640",," My muzzle removed, I drool in anticipation","Thu Nov 10 05:11:58 +0000 2022",49,312,2980,22962,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1601610959042351108/Jlwj4SuN_normal.jpg
MrDuckyOfWindsor,MrDWindsorAndMe,"ID 1479683129271062528",," 4 Ur Nation & Ur People 💯","Sat Jan 08 05:15:40 +0000 2022",1072,814,32999,39154,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1479877539707473920/ns1dyQSo_normal.jpg
7homas777_OFFICIAL,REAL_7homas777,"ID 1615703774286254080","Chicago "," AKA 'The Ruthless Villain '. PECKERWOOD, Heart Breaker, ROCK N ROLL TERRORIST, EBK SERIAL THRILLA, Soldier of the Apocalypse, FULL TIME DISSIDENT","Wed Jan 18 13:33:03 +0000 2023",3962,163,344,350,http://RealThomas777.substack.com,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615703970525384709/PWJAGJMv_normal.jpg
"TeX Southron X",Southron_X,"ID 852287221281550336",Weimerica," White/Southern Nationalist; Proud descendant of Aryan peoples
#WhiteLivesMatter #LeagueOfTheSouth #WhitExit #DixiExit","Wed Apr 12 22:28:03 +0000 2017",245,1179,205,452,https://gab.com/nativetexian,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1617248207142100993/w5j6-diO_normal.jpg
NotablePics,NotablePics,"ID 1594591397335764994",," Classic Pictures.","Mon Nov 21 07:21:03 +0000 2022",6403,0,3019,515,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619891652130127873/oL7dZSkH_normal.jpg
NotableHistory,NotableHistory,"ID 844766941",," Classic Pictures 
historyfollower@gmail.com
Follow our new account: @NotablePics","Tue Sep 25 03:08:59 +0000 2012",175322,110516,255491,11097,https://www.instagram.com/notableclassics/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1360155289895510017/Y7lIRlx3_normal.jpg
Aphelion,CaerAphelion,"ID 1618031618131726337","Caer Vandwy"," White Revanchist","Tue Jan 24 23:43:23 +0000 2023",69,155,0,3,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618033517165690880/R-o0wrLk_normal.jpg
