Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
sonné,R0PEL0RD,"ID 1590256216726388736",," à bout de souffle","Wed Nov 09 08:13:55 +0000 2022",54,428,338,1280,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1590256513536311297/xaDu3q9V_normal.jpg
"V2K Vibe Check",boofDMT,"ID 1336500407858851840",," Targeted individual","Wed Dec 09 02:38:34 +0000 2020",109,1102,959,42475,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620407544995880961/qB08QLFq_normal.jpg
"Carrington Event",KingPorsena,"ID 1354821820931739661",," Man of the Right.","Thu Jan 28 16:01:30 +0000 2021",179,940,4634,14363,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1408812678315974659/6QJGNi9w_normal.jpg
"Big dook",dookiebrain49,"ID 1586941929740070913",," Hehe","Mon Oct 31 04:43:42 +0000 2022",6,111,30,2169,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587235101171011584/WywajIQ6_normal.jpg
"Garbage Mane",Garbage_Mane,"ID 1520430142669086721","Truth or Consequences, NM"," The cream of the crop","Sat Apr 30 15:49:40 +0000 2022",1659,1168,8179,14851,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615260159801966595/s6_30bJ5_normal.jpg
ｆｉｊｉｗａｔｅｒwave,Roughly9owls,"ID 2856366133","alpha Centauri "," Counter meme terrorism
Minds: Moisture","Wed Oct 15 05:09:22 +0000 2014",109,605,25403,12590,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/825362540234280962/PS7SfYLH_normal.jpg
swag,swag44785126,"ID 2815347547",swag," swag","Wed Sep 17 17:29:33 +0000 2014",104,336,34,6755,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1383527580456808449/iVvhEY5V_normal.jpg
"Scott Disick stan account",pandemicdaddy,"ID 55716306",," ","Sat Jul 11 01:01:38 +0000 2009",121,966,580,59214,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1347018569062744064/FtqYUHiA_normal.jpg
Rosa,RReIanah,"ID 777713218131226625",," ","Mon Sep 19 03:37:35 +0000 2016",0,57,1,2,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1561817663747215361/CbgrF_tA_normal.jpg
"Final Age Warlord",AgeCondor,"ID 1578522896913248258",Trumplantis," 🇿🇦Padashah, larper extraordinaire, eco-colonialist, the lion","Fri Oct 07 23:09:45 +0000 2022",1377,408,1937,16362,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611919717803134976/wd0tOViT_normal.jpg
JoeSchmo,JoeSchm67138179,"ID 1594876624113106945",," Tacky yet delightfully unrefined","Tue Nov 22 02:13:30 +0000 2022",11,251,68,471,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1598738747390152704/ioM4VvuC_normal.jpg
memeteam,memeteammang,"ID 1500686270401421314",," Meme hunter","Mon Mar 07 04:14:55 +0000 2022",30,507,0,246,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1511717452560093185/SoLlOq0O_normal.jpg
0seanman,0seanman,"ID 1469129326603943937",," ","Fri Dec 10 02:18:44 +0000 2021",6,309,1,331,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
gumshoegazer,disinfospreader,"ID 1326572169854398464","America's Abu Ghraib"," Bottomless pit supervisor","Wed Nov 11 17:07:19 +0000 2020",219,871,5510,108071,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1539971017887449088/COT26oyd_normal.jpg
"Darragh Farrelly",FarrellyDarragh,"ID 1333177299005534210",," ","Sun Nov 29 22:33:38 +0000 2020",20,81,35,1198,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"mixed dried fruits",boot_south,"ID 1216849880007827456",," ","Mon Jan 13 22:30:53 +0000 2020",0,77,0,0,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1249119339619418112/RwxeF8Od_normal.jpg
"The Mastermind🔮",SCHIZOMAXXER,"ID 1235364563941539846",," I win.","Thu Mar 05 00:40:47 +0000 2020",262,1015,1657,16837,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587095783307984896/zyvKECEY_normal.jpg
zrqittiqrz,zrqittiqrz1,"ID 1368986690325385216","Utrecht, The Netherlands"," Lover of the long shot, protector of the unprolific, defender of the hopelessly flamboyant. This is tough.  Last try.","Mon Mar 08 18:07:31 +0000 2021",182,2573,6,254,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1369306018807681033/nWaA7x8Q_normal.jpg
Octopus_Beak,Octopus_Beak,"ID 1591455958601207808",," I'm drunk driving on the Information Superhighway.","Sat Nov 12 15:41:10 +0000 2022",12,64,116,2019,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1591456936842887168/9oeIYEdF_normal.jpg
"Dwight Spelvin",TheRealHannay,"ID 817221436699836416",," ","Fri Jan 06 04:09:08 +0000 2017",295,1064,12458,67404,http://hoppean.org,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1507236428203188226/1nXsYWBM_normal.jpg
"nomo_j 👍",n0m0_j,"ID 906809707632795649","behind 711 with a flip flop"," in gigacat we trust","Sun Sep 10 09:20:56 +0000 2017",402,745,6688,68750,http://YE2028.com,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611044677188472834/ntoZOWMW_normal.jpg
Dionysius_the_Fourth,Dionysius_IV,"ID 1481327082261164033",," Blessed are the Strong for they shall possess the earth; Cursed are the Weak for they shall inherit the yoke

@Dionysius_the_Elder on Gab","Wed Jan 12 18:08:08 +0000 2022",220,1706,612,33622,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1481327235361652745/2mGhsTTu_normal.jpg
"rover of fortune",roving_brah,"ID 964720125080408064","laurel choked hellhole /age 22"," Shitposter, renegade meat processor, hunting/fishing/outdoors poster, nickajack region appalachian resident 🌲","Sat Feb 17 04:36:16 +0000 2018",773,379,2703,12026,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608585178217062401/nBlOrr1F_normal.jpg
aquafan,aquafan48232678,"ID 1545741749427240960",," Can't stop shitting. Please send help","Sat Jul 09 12:08:57 +0000 2022",3,164,98,210,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1545742181037899776/NQaPOrng_normal.jpg
"85 IQ Alfa Mail",BasedQuadroon,"ID 1460020477133533196","Outside da matrix "," Schmoney. Sprots Car. Fawking. Heauxs. Qussy.","Sun Nov 14 23:03:49 +0000 2021",31,646,241,649,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1561159541949186049/pH1APL6__normal.jpg
"Lauch ✝️",Daveedave007,"ID 2796101117",," ","Tue Sep 30 19:30:17 +0000 2014",29,57,266,27602,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1546833008703016961/HU17muJc_normal.jpg
Amon,amongusburger21,"ID 1468751338385428482",," ","Thu Dec 09 01:16:59 +0000 2021",13,157,0,32678,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1468754684907302914/XHgZZRBc_normal.jpg
🌁,bretuwaruda,"ID 1586571879443316737","i Am brett"," Welcome 2 My Mind…","Sun Oct 30 04:13:15 +0000 2022",1098,2176,6038,8397,http://angels-heaven.org,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618085480117014528/BbcqNi7Y_normal.jpg
"chalk brah",ChalkBrah,"ID 1490889768498049025",," society observer","Tue Feb 08 03:30:49 +0000 2022",35,740,176,3787,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613704085949095938/VCxlQE6Q_normal.jpg
"𝕯𝖔𝖓 𝖁𝖎𝖗𝖗𝖊𝖞 🌊🌲",DerVirrey,"ID 1311742266336333827","Neo-Sea Nomadism "," Professional Book Thief & Expat| Piratical Mentor| Männerbündismo Esotérico| Mountaineering Atavism| DreamShaman| 🐅🍄","Thu Oct 01 18:58:37 +0000 2020",882,385,3825,18608,https://birren.substack.com/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1558854657199509511/JilkBIin_normal.jpg
✝️IkeCrockett,IkeCrockett,"ID 2215879679",," Anime Girl Enthusiast | Bashar Al-Assad Supporter","Mon Dec 09 15:08:10 +0000 2013",166,386,56316,858,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1221966869738983425/6u84cAnF_normal.jpg
10four,_10four,"ID 1586847803438948354",," mean reversion enjoyer","Sun Oct 30 22:29:43 +0000 2022",28,667,52,4187,https://usdsat.com/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619478844976529414/3mqxhpe4_normal.jpg
"Hans Gruber",HansGru61806715,"ID 1598477771889598467",," ","Fri Dec 02 00:43:08 +0000 2022",44,511,0,5,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
sarpedon,sarpedon_aprc,"ID 1510076308822364160",Hyperborea," ","Sat Apr 02 02:07:35 +0000 2022",63,604,3415,24543,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593298885283352578/Y4jQexps_normal.jpg
T,bickle99,"ID 1598357267941842944",," ","Thu Dec 01 16:44:13 +0000 2022",0,32,0,0,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1598357929094266885/X0_f9Pt6_normal.jpg
Allesbegrijper,begrijper,"ID 787752136104902656",," J'ai tout compris","Sun Oct 16 20:28:40 +0000 2016",14,614,104,818,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1486089711462535172/ZPzBFyXS_normal.jpg
Sunra,Sunra2454,"ID 214142907","United States"," I'm not going to stop living for fear of dying. (I delete all of my replies weekly.)","Wed Nov 10 17:35:48 +0000 2010",45,1252,199,59,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1486257948/man_among_men_normal.jpg
James,1880JW,"ID 1266444813337014276",," ","Fri May 29 19:02:41 +0000 2020",89,275,4715,71045,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1612677578296262657/qv_IySbY_normal.jpg
Lucas,cool_frogo,"ID 980628353840447489","São Paulo, Brasil"," I put coins in homeless people's mouthes for good luck","Mon Apr 02 02:09:53 +0000 2018",21,148,212,2720,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608062054874628096/p_uRIlgX_normal.jpg
"no more tendies in LA",nomoretendies,"ID 1201044164487602177",," What comes around is all around","Sun Dec 01 07:43:50 +0000 2019",31,315,989,2228,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1232188250737008640/jlsP8vZb_normal.jpg
"Bruno 🇺🇸🇲🇽🇻🇦❤️‍🔥",slopedudebruno,"ID 750382023123013637","Oklahoma, USA"," 20 / Mexican-American / Castizo / History Buff / Geo-nerd / Roman Catholic / English y Español / Retweet Guy / Surplus Rifle Collector / Anglophile / PS Fan","Tue Jul 05 17:33:10 +0000 2016",413,1097,32846,111022,https://steamcommunity.com/id/slopedudebruno,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619952614581456896/WzBbn58U_normal.jpg
Evan,crisisactor57,"ID 1447715046759571462",," I like miatas and dirt bikes","Tue Oct 12 00:06:18 +0000 2021",0,339,13,20316,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1475514537436758028/ShmFEF-H_normal.jpg
"BEIJING BACTERIA 🏔🌐",ShenzhenSaxon,"ID 1378510529635975168","THE HIMALAYAS"," Quantum Slavery at C.H.U.D. dynamics","Sun Apr 04 00:52:02 +0000 2021",2722,547,4912,37537,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1620276968456392706/oCcA0I2L_normal.jpg
AJ,99alexaj,"ID 747135965421015040",," ","Sun Jun 26 18:34:30 +0000 2016",0,357,130,6601,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/766394609907949568/Zz0ArdYP_normal.jpg
90,103020202_2i,"ID 1311677497352892416",," U+2621 ☡ CAUTION SIGN","Thu Oct 01 14:41:09 +0000 2020",109,294,4865,27292,http://mega.90.gripe,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1407680786371862530/RhtyXtN8_normal.jpg
n,suckingdick8273,"ID 813842780531359744",," ","Tue Dec 27 20:23:34 +0000 2016",26,158,425,7624,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602771897183358977/Do84dAIx_normal.jpg
"Jack Nelson",JackdNelson18,"ID 3011937884","Iowa City, IA"," Redbird Enthusiast, Mo truther, Psalms 37:13","Sat Feb 07 04:40:15 +0000 2015",74,291,1105,7919,https://www.biblegateway.com/verse/en/Revelation%2021%3A8,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1507415038742642714/ubtI4Q-K_normal.jpg
Castor,CastorTheHost,"ID 1309607704072249345","End of Line Club"," Playing all the angles | 6’2 BMI 20 Irish IQ | Faustian spirit stimulants enjoyer | Student","Fri Sep 25 21:36:34 +0000 2020",7,120,86,2985,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1569403469814980609/QclpF_Sw_normal.jpg
𝔐𝔯.𝔊𝔦𝔯𝔩𝔣𝔯𝔦𝔢𝔫𝔡𖤐,bj_chesko,"ID 1113462292677419008","California, USA"," 𓋼𓍊 ☤ ❀ ꧁꧂ ❦ Isela ❧ 𒄆 • ♀۞ ❁ 𓍊𓋼","Wed Apr 03 15:24:32 +0000 2019",132,668,12855,46118,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1588236973654700033/XYVK48oH_normal.jpg
"Vernon Hardapple",VHardapple,"ID 1541804900446781440",," Tossing my orb about","Tue Jun 28 15:25:20 +0000 2022",34,781,9,2,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1553799804710436871/vT1K10Cr_normal.jpg
"GOOGLE PROSTAGLANDIN E1 ENLARGEMENT PATENT",DickGainsBrah,"ID 1166866646704775169",🇲🇽🇪🇸," schizo fren","Thu Aug 29 00:14:38 +0000 2019",155,481,3476,8126,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615643745373880320/h4Laj3Mq_normal.jpg
2020,HE2020HEA,"ID 3437075187",," Bingo","Sun Aug 23 19:43:51 +0000 2015",0,62,113,3040,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/635538884147978241/AQjzIDEm_normal.jpg
Nyaa,cunnyummy,"ID 1587803569322971138",," New to twitter","Wed Nov 02 13:47:33 +0000 2022",6,65,0,422,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602772916873166854/rXVYwGfB_normal.jpg
Goob,JuulObama,"ID 1039535238320455681",Vietnam," ","Tue Sep 11 15:24:49 +0000 2018",33,518,3178,12051,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1255217195577155587/ZuMiTm62_normal.jpg
"doctor monke",MoonManLad,"ID 940099625247162373","monke office "," ","Mon Dec 11 06:03:11 +0000 2017",39,834,579,13760,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1203841721060052992/KbaWqlYn_normal.jpg
.......,1gnoreMePlz,"ID 1405713691",," ","Sun May 05 17:59:54 +0000 2013",0,397,10047,52654,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/643783733431152640/I_1Pz5GC_normal.jpg
"colin t adams",ctadams7,"ID 582368422",," ","Thu May 17 02:21:14 +0000 2012",0,3036,4,13,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/587773820473249794/iQV-6yZh_normal.jpg
Thomas,tom_comod,"ID 609469374",," ","Fri Jun 15 19:57:26 +0000 2012",61,1392,213,58,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/926097332223053826/looVRHj5_normal.jpg
cryptocentrist,skepticalcentr2,"ID 1267546836505632776",Reality," ","Mon Jun 01 20:01:41 +0000 2020",0,638,27,11090,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1349526397459566593/uTdG5rWK_normal.jpg
Lycurgus,LycurgusSpartan,"ID 1491760762729246724",," ","Thu Feb 10 13:08:14 +0000 2022",537,3685,17868,45913,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1500105323914448900/9q7j2Ce1_normal.jpg
"dixie duginist",dixieduginist,"ID 1142335383411335168",," Catholic, Southron, nationalist","Sat Jun 22 07:35:53 +0000 2019",321,697,806,28753,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1448645652917932034/2tuAFNEH_normal.jpg
"Patrick Bateman",Sangha666,"ID 286718639",," ","Sat Apr 23 15:17:26 +0000 2011",13,73,628,3950,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1483467784084459526/u45rMF4T_normal.jpg
Cal,CalvinKetamine,"ID 2221299708","London, England "," Go cast a spell","Fri Nov 29 11:46:16 +0000 2013",66,937,1237,24474,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1547756079240474630/xQ9TAXFO_normal.jpg
𝖍𝖚𝖓𝖙𝖊𝖗,normal1haver,"ID 1403200585608970240",TheCombinationPizzaHut&TacoBel," Social media is a psy op, set psychic barriers to max upon logging in. parody","Fri Jun 11 04:02:02 +0000 2021",46,138,4760,16604,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615649433357807616/BTV0fx63_normal.jpg
adlocvt,ZogStandard,"ID 1608679555509915649",," ","Fri Dec 30 04:21:16 +0000 2022",4,126,13,1252,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1615966114642800640/d2ynuEzI_normal.jpg
bruh,atlantisrave,"ID 1237037583672238081","☦️ texas"," white 6’4 - oldhead","Mon Mar 09 15:28:46 +0000 2020",1030,523,6036,19674,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608688386591670273/J1vZLsE8_normal.jpg
_stacks,nth_stacks,"ID 1270149524821082114",," I'm just posting what comes to mind. 
do with it as you see fit.","Tue Jun 09 00:23:49 +0000 2020",5,157,42,2465,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1440067368772780032/fX5-iazD_normal.jpg
Einsatzgroypen,einsatzgroypen,"ID 1617376294282604544",," The very first essential for success is a perpetually constant and regular employment of violence

“Ideologically possessed by satan” -a certain brown liberal","Mon Jan 23 04:19:13 +0000 2023",178,148,379,3845,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619944178640916482/UW_KcSYI_normal.jpg
"Whoop Whoop Based Alert",dmcrcyenjyr,"ID 1577508031365103617","Cleveland, OH"," Diversity, equity, and inclusion enjoyer. Most importantly: democracy defender. Stand with Ukraine: Findom Kink. LGBTQIA+ Ally. BLM. GET VAXXED OR DIE ✊🏾","Wed Oct 05 03:56:45 +0000 2022",43,847,119,379,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616590663830601729/7AYqT8ri_normal.jpg
"sepehrite (a sensitive young man)",corvidtidings,"ID 1585488041057075202",卐," The city needs a spectacle.","Thu Oct 27 04:26:30 +0000 2022",95,171,1155,4199,https://curiouscat.live/corvidtidings,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1621741249563590656/jerY90SQ_normal.jpg
Noopnova,Noopnova,"ID 1049458666007613440",," I am disgusted","Tue Oct 09 00:36:58 +0000 2018",82,788,1024,21137,https://t.me/PotassiumNitratePilled,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608807050854678530/9nWS_ETx_normal.jpg
DC,gimmick_acct_27,"ID 1607046834048073728",," ","Sun Dec 25 16:13:27 +0000 2022",34,769,150,1844,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1607242453882658816/YpG8YsE1_normal.jpg
"Chroan Wozlowski",Falling_Coast,"ID 1467320258","The Falling Coast"," Sunk! Sunk! What a glorious word! | Zoomer Electrical Engineer | WFH enjoyer 🍷🚬 | ⬇️ 6.0 kg since 01/01/23 | Self-Imposed Austere Exile | @UKMallard🦆🌉","Wed May 29 13:44:27 +0000 2013",1587,823,8368,13730,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613092953378938880/DDJvFu1J_normal.jpg
AMOGLAUF,AMOGLAUF,"ID 1521143187934433280",," Sam Hyde Did Nothing Wrong.","Mon May 02 15:03:08 +0000 2022",904,2194,18787,19360,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1521147641689743360/IluFbVWX_normal.jpg
M*x,JohmaGenieter,"ID 1609229096721973249",," ","Sat Dec 31 16:44:54 +0000 2022",150,348,203,671,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610413502086189056/nNETAzR6_normal.jpg
"Officer Big Mac",OfficerBigMac1,"ID 1307353584594554886",," ","Sat Sep 19 16:19:36 +0000 2020",0,1170,1,1,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1307358115369807872/YNt5dJEZ_normal.jpg
"Bryce W. 🃏",Bryce_VW,"ID 871999837427953664","Donkey Kong Country"," @utknoxville astrophysics '24, ""he that hath no sword, let him sell his garment, and buy one"" Luke 22:36, ""Maranatha"" (header: Akiane Kramarik)","Tue Jun 06 07:58:57 +0000 2017",123,3128,853,55621,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1599314550091911168/1LN2Wt53_normal.jpg
@_rosaniam,_rosaniam,"ID 1041194557",," processing...","Fri Dec 28 03:04:17 +0000 2012",28,212,4579,22713,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1604338838238806018/QZcgTx-J_normal.jpg
Sid,smokingnirnroot,"ID 1577415129909575680",," ","Tue Oct 04 21:48:33 +0000 2022",1,126,0,2,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1577989873390305287/h5vcgO9-_normal.jpg
Sven,nofunrobot,"ID 1532460838635941888",," I don’t like fun things","Thu Jun 02 20:36:04 +0000 2022",3,532,2,1579,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1532477774606307328/GlxIoPUr_normal.jpg
"🌲Chad Pilgrim🇻🇦",Chad_Pilgrim_,"ID 810535124110639104",," Beware of snakes. Retweets/follows are not always endorsements","Sun Dec 18 17:20:07 +0000 2016",261,1281,8625,136725,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1456371950058680323/JVLSc7_p_normal.jpg
Awooga,makeshitexpls,"ID 1615213502636982272",," surfing the kali yuga","Tue Jan 17 05:04:56 +0000 2023",1,35,20,22,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620318066469994497/EoSoMoEA_normal.jpg
"Guzenko Vladimirvich",tettermeat18,"ID 730988962433486849","Flower Mound, TX"," Hail Mother Russia","Fri May 13 05:12:04 +0000 2016",42,108,192,595,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1034844655798636544/ftVhgAEa_normal.jpg
"Green Lobster",Gr33nL0bst3r,"ID 1159858741",," I have two white cats named Beep & Boop!","Fri Feb 08 10:59:22 +0000 2013",522,872,804,24114,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1466930515567599616/lq6oEQnn_normal.jpg
DieFaggot,Ret4rdfuckyou,"ID 1686357476","Czechowice-Dziedzice gmina"," Stuntman bricks, 17.5, you know I got 'em Buy 4 or more on my spot you can drop em Stuntman bricks, 17.5, you know I got 'em Buy 4 or more on my spot you dyke","Tue Aug 20 17:54:51 +0000 2013",47,334,318,7709,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1607545605143805952/KsglcGFS_normal.jpg
"sneeding yetriot",sn33dingp4triot,"ID 1617923102754603019",sneedville," hi frens hiiiii hihiihiiii","Tue Jan 24 16:31:53 +0000 2023",6,57,22,843,http://cozy.tv,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1617923697125228550/FSrtzKg3_normal.jpg
"Egg Führer",EggFuhrer,"ID 1366142702979584001","Country #110"," Eccentric Rabbit Lord  lll  Wife Seeker  lll  Fringe Appreciator  lll  Master of Insight  lll  hi (:","Sun Feb 28 21:46:38 +0000 2021",464,2680,19608,65168,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1591850004460830722/CTh30mvP_normal.jpg
"Jew Mac Nig",jewmcnig,"ID 1267920162679918592",," ","Tue Jun 02 20:48:30 +0000 2020",40,344,25,51304,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1562142032583442432/yCJV6Flg_normal.jpg
𓃸,lostbrahh,"ID 1599731457186054144",," ","Mon Dec 05 11:44:56 +0000 2022",12,358,22,1220,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1603761211199422464/cTxbRgPq_normal.jpg
beejams,aaaahbeejams,"ID 1614963160347181060",," AAAAAAAAAAAAAAAAAAAAAAAA","Mon Jan 16 12:30:08 +0000 2023",1,33,114,126,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614966932238639105/zNzy1x27_normal.jpg
Kaffiåte🧱,Nike_yeast,"ID 1616442350934364160",," ""Drück Drück""","Fri Jan 20 14:27:54 +0000 2023",11,74,261,1619,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620527077949673473/JVRfqTj9_normal.jpg
LyrNetu,LyrNetu,"ID 1256217400908886017",," ","Fri May 01 13:43:17 +0000 2020",24,347,7,3376,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1256218868126814210/xp0VVMF5_normal.jpg
"Schmitt's Creek",yonalbicore,"ID 1330548621977194503",," My health is good, my affairs are going well","Sun Nov 22 16:28:18 +0000 2020",388,179,732,5642,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1412829745029517318/BJW35A3F_normal.jpg
"Todd Motley",ohsoshowme,"ID 1493210382697209866",," ","Mon Feb 14 13:08:34 +0000 2022",2,281,0,5,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1493210748675407875/dcQALy-1_normal.jpg
++,gothaesthetix,"ID 1468080695105175554","Paris, France"," ","Tue Dec 07 04:51:47 +0000 2021",7,1143,20,15,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1612587506540716035/t_--PxWH_normal.jpg
"obi wan kenobi",nhna54,"ID 1563175754334355456",," ","Fri Aug 26 14:45:22 +0000 2022",0,116,1,289,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1601266549385576451/WIRdTL1f_normal.jpg
Sigeric,Sigeric1184,"ID 1608858660792418305","Northwest Ohio"," Pennsylvania German & Anglo - Saxon Founding Stock | Folkish Heathen | Pro - White Advocate | NJP Supporter","Fri Dec 30 16:13:18 +0000 2022",8,216,35,160,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608860411851317250/DRgZ_qmm_normal.jpg
Burnout,NSDAPLGBTQ,"ID 1517159697442299909",," Wörk, wörk, wörk.","Thu Apr 21 15:14:08 +0000 2022",10,263,137,130,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1517166815343951876/cjUFvUUr_normal.jpg
